sample_id,teacher_split,student_split,teacher_raw_label,student_raw_label,teacher_canonical_label,student_canonical_label,raw_label_match,canonical_label_match,cross_split
910635649501323269_0,test,test,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,False
910657723087425536_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
910703575495577600_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
910771942067785728_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
910795744323522560_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
910795962020483073_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
911647833392078848_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
911846702558138368_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
911924243750846465_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
912058088542359552_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
912097184643993601_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
912243306519810048_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
912357265071624192_0,test,test,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,False
912447892249493504_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
913066535262081025_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
913181855289032704_0,test,test,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,False
913595700377567234_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
913601423832698880_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
913622769006346241_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
914163198177300480_0,test,test,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,False
914946908661141504_0,test,test,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,False
915020309987827712_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
915231662916669441_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
915320187703955457_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
916060566338248704_0,test,test,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,False
916226730343399425_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
916231553373569026_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
917827226372132864_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
917840814285443072_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
917858042615656448_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
917995569494331392_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
918005485030092800_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
919574683934183424_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
919600201538658310_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
919949345914421249_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
920216066416173056_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
920621738932649985_0,test,test,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,False
921020713619853312_0,test,test,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,False
921308154352332800_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
921411155830149121_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
921580829519650816_0,test,test,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,False
921602685983367168_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
921830877461663744_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
922601333399719936_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
923030194096656384_0,test,test,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,False
923322647085244417_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
923654546764611584_0,test,test,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,False
923699979826315264_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
927758858776465408_0,test,test,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,False
927824520932679682_0,test,test,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,False
927935070601728002_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
928306180723798016_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
929077513636204544_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
929339215351111680_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
930173464824176641_0,test,test,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,False
930315477741551617_0,test,test,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,False
869989002669166592_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870016239757873152_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870106080763940866_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870140525889822724_1,test,train,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,True
870240178618499072_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870271768556060672_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870299034874896384_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870487823215861760_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870864918320263169_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870904419654565888_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
870989332433166336_0,test,train,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,True
871019133990834176_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
871195505241587712_1,test,train,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,True
871372946241200128_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
871568937691078659_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
871680092270755842_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
871725286278254592_0,test,train,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,True
872051180549152769_0,test,train,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,True
872238834628665344_0,test,train,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,True,True,True
872378907500138496_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
872457085572829185_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
872575689551208449_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
872753469731549184_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
872854520027631616_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
873618062863478786_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
873653821121212417_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
873763002486579200_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
874286391374565376_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
874575927031758848_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
874627449295851521_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
874957844021260288_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
875411270861807616_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
875466583501656064_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
875729382182068224_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
875769746830106624_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
875770493336473602_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876059895321292800_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876098072589328384_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876285490714087424_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876379633293205504_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876523585078255618_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876596574494883845_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876918367457824769_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
876932040981180421_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877214334073655296_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877278276896423936_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877322400685203456_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877412529647095809_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877450075676434433_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877579878660534272_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877684842657394689_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
877962623257640961_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
878057424782893058_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
878113114805293056_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
878185882431389696_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
878424773461766144_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
879369097263427585_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
879731058744242177_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
879733127677136897_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880362003814068224_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880369681160257536_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880445780414402561_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880457913457754112_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880505338084110337_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880603587470139392_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880795513129512960_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880837725208797184_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880859249726894080_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
880969412530102273_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
881132404097912832_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
881225583337889792_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
881563836712718337_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
881770990556131328_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
901646202567053312_0,test,train,affected_individuals,affected_individuals,affected_individuals,affected_individuals,True,True,True
901663873580896256_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901666927067758592_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901666943744315396_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901696640876257281_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901697159929712640_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901734547422724096_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
901752063100637184_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
901758390615072769_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901763463332102144_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901767261643558918_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901771856704884736_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901772734518177793_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901780000189423616_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
901784132111519744_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
901792187343622145_0,test,train,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,True,True,True
901805288717787136_0,test,train,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,True
901822598765522945_0,test,train,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,True,True,True
901822669527674880_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
904216218776854528_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
904228902943440896_0,test,train,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,True,True,True
